session_id,src_ip,num_commands,duration_sec,commands,label_id,label_name,mitre_features,triage_features,change_features,num_downloads,download_shas,binary_type,system_changes_summary,mitre_tactic_reconnaissance,mitre_tactic_resource_development,mitre_tactic_initial_access,mitre_tactic_execution,mitre_tactic_persistence,mitre_tactic_privilege_escalation,mitre_tactic_defense_evasion,mitre_tactic_credential_access,mitre_tactic_discovery,mitre_tactic_lateral_movement,mitre_tactic_collection,mitre_tactic_command_and_control,mitre_tactic_exfiltration,mitre_tactic_impact,mitre_severity_max,mitre_severity_mean,mitre_severity_weighted,mitre_kill_chain_score,mitre_unique_technique_count,mitre_total_commands,mitre_matched_commands,triage_file_size,triage_entropy,triage_priority,triage_is_go,triage_is_packed,triage_is_stripped,triage_is_dll,triage_is_static,triage_score_mining,triage_score_botnet,triage_score_recon,triage_score_destructive,ghidra_function_count,ghidra_total_instructions,ghidra_total_basic_blocks,ghidra_max_function_size,ghidra_avg_callers,ghidra_max_callers,ghidra_mining_pool_count,ghidra_crypto_wallet_count,ghidra_ip_count,ghidra_url_count,ghidra_shell_cmd_count,ghidra_file_path_count,ghidra_imports_file_io,ghidra_imports_process,ghidra_imports_network,ghidra_imports_crypto,ghidra_imports_evasion,ghidra_has_aes_sbox,ghidra_has_sha256_constants,ghidra_has_rc4_state,ghidra_has_xor_loop,ghidra_go_user_functions,ghidra_go_runtime_functions,angr_basic_blocks,angr_edges,angr_functions_recovered,angr_cyclomatic_complexity,angr_function_count,angr_user_functions_listed,angr_syscalls_network,angr_syscalls_file_io,angr_syscalls_process,angr_syscalls_memory,angr_ip_count,angr_url_count,angr_mining_indicator_count,angr_shell_cmd_count,angr_has_network,angr_has_file_manipulation,angr_has_process_control,angr_has_crypto,angr_has_mining,angr_has_persistence,angr_has_evasion,angr_has_shell_execution,angr_complexity_tier,angr_is_partial,angr_loaded_as_blob,script_line_count,script_url_count,script_download_count,script_arch_count,script_is_downloader,script_is_multi_arch,script_is_miner,script_has_persistence,script_has_anti_forensics,has_ghidra_results,has_angr_results,has_script_results,deep_func_ratio_angr_ghidra,deep_mining_signal_count,deep_total_network_indicators,deep_total_crypto_indicators,deep_max_complexity,deep_total_evasion_indicators,deep_is_go_consensus
synthetic_recon_976325,108.112.249.57,19,334.7930209982753,GET / HTTP/1.1; GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; POST /login.php HTTP/1.1; POST /api/v1/users HTTP/1.1; POST /endpoint/id/1 HTTP/1.1; PUT /user/1 HTTP/1.1; DELETE /user/1 HTTP/1.1; GET /user/1 HTTP/1.1; GET /config HTTP/1.1; GET /logs HTTP/1.1; GET /users HTTP/1.1; GET /system-info HTTP/1.1; GET /network-config HTTP/1.1; GET /connections HTTP/1.1; GET /users HTTP/1.1; GET /processes HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 0, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 4, 'mitre_severity_mean': 3.5, 'mitre_severity_weighted': 12.5, 'mitre_kill_chain_score': 2, 'mitre_unique_technique_count': 2, 'mitre_total_commands': 19, 'mitre_matched_commands': 8, 'mitre_severity_tier': 'medium', 'mitre_technique_ids': 'T1033|T1595.003'}","{'triage_file_size': 200843.6382068012, 'triage_entropy': 7.039591544629326, 'triage_priority': 86.22434235130704, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.5097659783688635, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 0.8454142080860483}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"Web directory enumeration, network scan, port enumeration, user enumeration, system info gathering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_128418,22.219.69.222,14,559.421148421299,GET / HTTP/1.1; GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; POST /admin/login.php HTTP/1.1; POST /login.php HTTP/1.1; POST /endpoint/id/1 HTTP/1.1; POST /user/register HTTP/1.1; GET /api/v1/users HTTP/1.1; GET /api/v1/health HTTP/1.1; GET /api/v1/status HTTP/1.1; GET /api/v1/logs HTTP/1.1; GET /api/v1/info HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 0, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 4, 'mitre_severity_mean': 3.5, 'mitre_severity_weighted': 12.5, 'mitre_kill_chain_score': 2, 'mitre_unique_technique_count': 2, 'mitre_total_commands': 14, 'mitre_matched_commands': 6, 'mitre_severity_tier': 'medium', 'mitre_technique_ids': 'T1033|T1595.003'}","{'triage_file_size': 247964.57696126518, 'triage_entropy': 6.277714406492256, 'triage_priority': 66.8211534436042, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.8990711622100944, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"Web directory enumeration, network scan, port enumeration, user enumeration, system info gathering, script injection testing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_120324,192.26.179.58,35,783.6714709673512,GET / HTTP/1.1; GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; GET /api/users HTTP/1.1; GET /login HTTP/1.1; GET /register HTTP/1.1; GET /dashboard HTTP/1.1; GET /settings HTTP/1.1; GET /profile HTTP/1.1; GET /logout HTTP/1.1; POST /login HTTP/1.1; POST /register HTTP/1.1; POST /dashboard HTTP/1.1; POST /settings HTTP/1.1; POST /profile HTTP/1.1; POST /logout HTTP/1.1; GET /admin/login HTTP/1.1; GET /api/v1/users HTTP/1.1; GET /endpoint/id/1 HTTP/1.1; GET /endpoint/id/2 HTTP/1.1; GET /endpoint/id/3 HTTP/1.1; GET /endpoint/id/4 HTTP/1.1; GET /endpoint/id/5 HTTP/1.1; GET /endpoint/id/6 HTTP/1.1; GET /endpoint/id/7 HTTP/1.1; GET /endpoint/id/8 HTTP/1.1; GET /endpoint/id/9 HTTP/1.1; GET /endpoint/id/10 HTTP/1.1; GET /endpoint/id/11 HTTP/1.1; GET /endpoint/id/12 HTTP/1.1; GET /endpoint/id/13 HTTP/1.1; GET /endpoint/id/14 HTTP/1.1; GET /endpoint/id/15 HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 0, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 4, 'mitre_severity_mean': 3.5, 'mitre_severity_weighted': 12.5, 'mitre_kill_chain_score': 2, 'mitre_unique_technique_count': 2, 'mitre_total_commands': 35, 'mitre_matched_commands': 22, 'mitre_severity_tier': 'medium', 'mitre_technique_ids': 'T1033|T1595.003'}","{'triage_file_size': 34639.4704094275, 'triage_entropy': 6.258207728376279, 'triage_priority': 34.81621989480371, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.6634229024406543, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 0.7274757293384818}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"web directory enumeration, network scan, port enumeration, user enumeration, system info gathering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_328552,120.131.188.43,10,731.0123041467705,GET /index.html HTTP/1.1; GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; GET /admin/login.php HTTP/1.1; GET /api/v1/users HTTP/1.1; GET ../../etc/passwd HTTP/1.1; GET ../../etc/shadow HTTP/1.1; GET ../../etc/hosts HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 1, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 8, 'mitre_severity_mean': 5.5, 'mitre_severity_weighted': 34.5, 'mitre_kill_chain_score': 4, 'mitre_unique_technique_count': 4, 'mitre_total_commands': 10, 'mitre_matched_commands': 9, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1190|T1204.002|T1595.003'}","{'triage_file_size': 392804.1943093385, 'triage_entropy': 6.803509310487779, 'triage_priority': 72.79632428416684, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.9748058663579944, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.7196164094175197, 'triage_angr_score': 0.5122280103921995}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"web directory enumeration, network scan, port enumeration, user enumeration, system info gathering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_179688,152.124.52.179,15,929.2522530919566,GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; POST /login.php HTTP/1.1; POST /upload.php HTTP/1.1; GET /api/v1/users HTTP/1.1; GET /etc/passwd HTTP/1.1; GET /etc/shadow HTTP/1.1; GET /etc/group HTTP/1.1; GET /etc/hosts HTTP/1.1; GET /proc/self/maps HTTP/1.1; GET /proc/self/environ HTTP/1.1; GET /sys/class/net HTTP/1.1; GET /sys/class/dmi/id/product_name HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 8, 'mitre_severity_mean': 4.5, 'mitre_severity_weighted': 24.5, 'mitre_kill_chain_score': 3, 'mitre_unique_technique_count': 4, 'mitre_total_commands': 15, 'mitre_matched_commands': 9, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1057|T1190|T1595.003'}","{'triage_file_size': 482230.0246095923, 'triage_entropy': 6.936714457192016, 'triage_priority': 74.44543203228028, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.5818829050835996, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.7866233517591599, 'triage_angr_score': 0.8472108395055462}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"file_read, network_probe, process_list",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_113266,218.215.250.28,33,525.8928475777597,GET / HTTP/1.1; GET /admin/ HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; GET /index.php HTTP/1.1; GET /login.php HTTP/1.1; GET /user.php HTTP/1.1; GET /assets/ HTTP/1.1; GET /images/ HTTP/1.1; GET /scripts/ HTTP/1.1; GET /styles/ HTTP/1.1; GET /api/ HTTP/1.1; GET /api/users HTTP/1.1; GET /api/login HTTP/1.1; GET /api/status HTTP/1.1; GET /api/data HTTP/1.1; POST /admin/login.php HTTP/1.1; POST /api/login HTTP/1.1; POST /upload HTTP/1.1; POST /register HTTP/1.1; POST /search HTTP/1.1; POST /sort HTTP/1.1; POST /filter HTTP/1.1; GET /?user=<script>alert(1);</script> HTTP/1.1; GET /?query=<script>alert(1);</script> HTTP/1.1; GET /?search=<script>alert(1);</script> HTTP/1.1; GET /?filter=<script>alert(1);</script> HTTP/1.1;,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 7, 'mitre_severity_mean': 4.667, 'mitre_severity_weighted': 24.667, 'mitre_kill_chain_score': 3, 'mitre_unique_technique_count': 3, 'mitre_total_commands': 32, 'mitre_matched_commands': 9, 'mitre_severity_tier': 'high', 'mitre_technique_ids': 'T1033|T1190|T1595.003'}","{'triage_file_size': 426643.68715351017, 'triage_entropy': 6.700823229633688, 'triage_priority': 28.47385455471206, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.9919221757573357, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 0.7083222591850694}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"web directory enumeration, network scan, port enumeration, user enumeration, system info gathering, XSS testing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_721254,69.165.125.213,9,1122.2000355506602,GET /admin/login.php HTTP/1.1; GET /api/v1/users HTTP/1.1; POST /endpoint/id/1 HTTP/1.1; GET /backup HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /server-status HTTP/1.1; GET /../../etc/passwd HTTP/1.1; GET /../../etc/shadow HTTP/1.1; GET /../../etc/hosts HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 1, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 8, 'mitre_severity_mean': 5.5, 'mitre_severity_weighted': 34.5, 'mitre_kill_chain_score': 4, 'mitre_unique_technique_count': 4, 'mitre_total_commands': 9, 'mitre_matched_commands': 9, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1190|T1204.002|T1595.003'}","{'triage_file_size': 187472.13886258527, 'triage_entropy': 7.283150029610207, 'triage_priority': 52.18175433212224, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.57649557454693, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.7056821766516356, 'triage_angr_score': 0.813048048163088}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"web directory enumeration, network scan, port enumeration, user enumeration, system info gathering, file read",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_497399,87.14.253.218,13,396.7668597876238,GET / HTTP/1.1; GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; GET /admin/login.php HTTP/1.1; GET /api/v1/users HTTP/1.1; GET ../../.. HTTP/1.1; GET ../../../etc/passwd HTTP/1.1; GET ../../../etc/shadow HTTP/1.1; GET ../../../etc/hosts HTTP/1.1; GET ../../../etc/services HTTP/1.1; GET ../../../etc/resolv.conf HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 1, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 8, 'mitre_severity_mean': 5.5, 'mitre_severity_weighted': 34.5, 'mitre_kill_chain_score': 4, 'mitre_unique_technique_count': 4, 'mitre_total_commands': 13, 'mitre_matched_commands': 12, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1190|T1204.002|T1595.003'}","{'triage_file_size': 0.0, 'triage_entropy': 0.0, 'triage_priority': 0.0, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 0.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.0, 'triage_angr_score': 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,none,"web directory enumeration, network scan, port enumeration, user enumeration, system info gathering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_612311,143.123.243.166,15,857.0924637025399,GET / HTTP/1.1; GET /admin/login.php HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; POST /login.php HTTP/1.1; POST /api/v1/users HTTP/1.1; PUT /endpoint/id/1 HTTP/1.1; DELETE /endpoint/id/1 HTTP/1.1; GET /user/admin HTTP/1.1; GET /user/123 HTTP/1.1; GET /user/abc HTTP/1.1; GET /user/xyz HTTP/1.1; GET /logs HTTP/1.1; GET /config HTTP/1.1,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 0, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 4, 'mitre_severity_mean': 3.5, 'mitre_severity_weighted': 12.5, 'mitre_kill_chain_score': 2, 'mitre_unique_technique_count': 2, 'mitre_total_commands': 15, 'mitre_matched_commands': 7, 'mitre_severity_tier': 'medium', 'mitre_technique_ids': 'T1033|T1595.003'}","{'triage_file_size': 248899.46687175875, 'triage_entropy': 6.209649932352191, 'triage_priority': 38.084668620107465, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.6398292440187929, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.9576930047624577, 'triage_angr_score': 1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"Web directory enumeration, network scan, port enumeration, user enumeration, system info gathering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_recon_468900,180.232.138.79,10,309.1703746791204,GET /index.html HTTP/1.1; GET /admin HTTP/1.1; GET /server-status HTTP/1.1; GET /phpinfo.php HTTP/1.1; GET /backup HTTP/1.1; GET /admin/login.php HTTP/1.1; POST /login.php HTTP/1.1; user=;ls&password=...&captcha=document.getElementbyId();,1,Recon,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 0, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 0, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 4, 'mitre_severity_mean': 3.5, 'mitre_severity_weighted': 12.5, 'mitre_kill_chain_score': 2, 'mitre_unique_technique_count': 2, 'mitre_total_commands': 9, 'mitre_matched_commands': 6, 'mitre_severity_tier': 'medium', 'mitre_technique_ids': 'T1033|T1595.003'}","{'triage_file_size': 229605.52929741968, 'triage_entropy': 5.534486518696745, 'triage_priority': 40.59649069243481, 'triage_is_go': 0.0, 'triage_is_packed': 0.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.0, 'triage_score_recon': 0.702200564338964, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.7459830983260543, 'triage_angr_score': 0.8983760129580897}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",1,,recon_scanner,"Web directory enumeration, network status checks, PHP configuration information retrieval, backup file scan, admin login page attempt, user enumeration, and script injection attempt for XSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
